Course Title,University,Country,Course Area
IT Security,University of Zurich,Switzerland,IS Technology Depth Elective
Introduction to Machine Learning,University of Zurich,Switzerland,IS Technology Depth Elective
Mobile Communication Systems,University of Zurich,Switzerland,IS Technology Depth Elective
Modul: Human-Computer Interaction,University of Zurich,Switzerland,IS Technology Depth Elective
Practical Artificial Intelligence,University of Zurich,Switzerland,IS Technology Depth Elective
Quantitative Methods in Human-Computer Interaction (L+E),University of Zurich,Switzerland,IS Technology Depth Elective
Requirements Engineering I (L+E),University of Zurich,Switzerland,IS Technology Depth Elective
Requirements Engineering II (L+E),University of Zurich,Switzerland,IS Technology Depth Elective
Statistical Analysis of Neuroimaging Data,University of Zurich,Switzerland,IS Technology Depth Elective
Introduction to Market Design (L + E),University of Zurich,Switzerland,Business-Oriented Elective
Modul: Protocols for Multi-media Communications (PMMK) (L+E),University of Zurich,Switzerland,Business-Oriented Elective
Social Computing (L),University of Zurich,Switzerland,Business-Oriented Elective
"Agent-based modeling for Business, Economics and Social Science",University of Zurich,Switzerland,IS Management Depth Elective
Seminar: Human-Computer Interaction,University of Zurich,Switzerland,IS Management Depth Elective
Social Computing (L+E)  BINF4237 Course,University of Zurich,Switzerland,IS Management Depth Elective
Big-Data Analytics,University of Zurich,Switzerland,Analytics Major Elective
Business Network Data Analytics and Applications,University of Zurich,Switzerland,Analytics Major Elective
Cross-section and Panel Data Econometrics,University of Zurich,Switzerland,Analytics Major Elective
The Risk & Finance Lab,University of Zurich,Switzerland,Analytics Major Elective
"Theory, programming and simulation of neural networks",University of Zurich,Switzerland,Analytics Major Elective
XML and Databases (L),University of Zurich,Switzerland,Analytics Major Elective
Human-Computer Interaction (L+E) (03SM22BMI005),University of Zurich,Switzerland,IS Depth Elective
Computer Engineering and Software Systems (L) (03SM22BI0019),University of Zurich,Switzerland,IS Related Courses
Party competition: How political parties compete for power in established as well as new democracies,University of Zurich,Switzerland,Political Science Major
Theory of EU Accession and Neighbourhood Policy,University of Zurich,Switzerland,Political Science Major
Modul: Mobile Communication Syst. (L+E),University of Zurich,Switzerland,Technology & Entrepreneurship
Modul: Mobile Communication Syst. (L+E),University of Zurich,Switzerland,Technology and Entrepreneursh
Modul: Mobile Communication Syst. (L+E),University of Zurich,Switzerland,Technology and Entrepreneurshi
Mobile Communication Systems,University of Zurich,Switzerland,Technology Studies
Applied Macroeconomics for Portfolio Management,University of Geneva,Switzerland,Finance Major Elective
Fixed Income and Credit Risk,University of Geneva,Switzerland,Finance Major Elective
Environmental Economics,University of Geneva,Switzerland,Global and Regional Studies
Introduction to the World Trade Organization legal system,University of Geneva,Switzerland,Global and Regional Studies
Law and Economics of Cross Border Insolvency,University of St Gallen (Faculty of Law - Themis),Switzerland,AO (Risk Mgmt & Assurance Trk)
Introduction to International Tax Law,University of St Gallen (Faculty of Law - Themis),Switzerland,AO (Taxation Track)
Economic Fundamentals of International Relations,University of St Gallen (Faculty of Law - Themis),Switzerland,Globalisation
"International Politics, Economics and Business",University of St Gallen (Faculty of Law - Themis),Switzerland,Globalisation
The International Legal Order,University of St Gallen (Faculty of Law - Themis),Switzerland,Globalisation
"Artificial Intelligence, Risk Regulation and the Rule(s) of Law",University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
Climate Change Law,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
Comparative Constitutional Reasoning,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
EU and Swiss Competition Law and Economics,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
Empirical Analysis of International Human Rights Law,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
European Law,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
European and International Capital Markets Law,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
European and International Intellectual Property Law,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
Foundations of International and European Business and Economic Law,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
Governing Digital Platforms,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
Integration Course on Criminal Law and Economics,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
International Criminal Law,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
International Law,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
International Law and Business Strategy,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
International and European Intellectual Property Law,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
Introduction to International and European Law,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
Law and Economics of Tort and Insurance,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
Management of Transnational Litigation,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
"Organised Crime, Corruption and Drug Trafficking",University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
Recht/Law: Legal management and Compliance,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
The International Legal Order,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
The Law of the Sea,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
Workshop and Lecture Series on the Law and Economics of Innovation,University of St Gallen (Faculty of Law - Themis),Switzerland,Law Major Elective-LLB/JD only
International Commercial Arbitration (02SM90IL7),University of Zurich - Faculty of Law,Switzerland,Intl Commercial Arbitration
Contemporary History of Law,University of Zurich - Faculty of Law,Switzerland,Globalisation
International Finance Law,University of Zurich - Faculty of Law,Switzerland,Globalisation
European Private Law,University of Zurich - Faculty of Law,Switzerland,Law Major Elective-LLB/JD only
European Private Law (02SM90IL5),University of Zurich - Faculty of Law,Switzerland,Law Major Elective-LLB/JD only
Foundations and Trusts (MAWMF64),University of Zurich - Faculty of Law,Switzerland,Law Major Elective-LLB/JD only
History of European Legal Science (02SM90GL6),University of Zurich - Faculty of Law,Switzerland,Law Major Elective-LLB/JD only
International Criminal Law (02SM90IL8),University of Zurich - Faculty of Law,Switzerland,Law Major Elective-LLB/JD only
Internet Law,University of Zurich - Faculty of Law,Switzerland,Law Major Elective-LLB/JD only
Internal Control and Operation Auditing,National Taiwan Normal University,Taiwan,Internal Audit
Big Data Programming,National Taiwan Normal University,Taiwan,ADA Major Elective + AO/AE
Business Analysis and Programming Language,National Taiwan Normal University,Taiwan,ADA Major Elective + AO/AE
Data Visulization,National Taiwan Normal University,Taiwan,ADA Major Elective + AO/AE
Information Management,National Taiwan Normal University,Taiwan,ADA Major Elective + AO/AE
Advanced Educational Statistics (A),National Taiwan Normal University,Taiwan,FNCE Forensics Elec + AO/AE
Data Analytics,National Taiwan Normal University,Taiwan,FNCE Forensics Elec + AO/AE
Programming (II),National Taiwan Normal University,Taiwan,FNCE Forensics Elec + AO/AE
Discovering Taiwan,National Taiwan Normal University,Taiwan,Asian Studies
Practice Topic of Asia Management,National Taiwan Normal University,Taiwan,Asian Studies
Special Topics on Human Resources in Asia Pacific,National Taiwan Normal University,Taiwan,Asian Studies
Taiwan and Southeast Asian Arts,National Taiwan Normal University,Taiwan,Asian Studies
Artificial Intelligence and Management Innovation,National Taiwan Normal University,Taiwan,Business Option
Customer Relationship Management,National Taiwan Normal University,Taiwan,Business Option
Hospitality Management,National Taiwan Normal University,Taiwan,Business Option
Information Visualization,National Taiwan Normal University,Taiwan,Business Option
Project Management,National Taiwan Normal University,Taiwan,Business Option
Quantitative Analysis,National Taiwan Normal University,Taiwan,Business Option
Service Marketing,National Taiwan Normal University,Taiwan,Business Option
Studies in Performance Management,National Taiwan Normal University,Taiwan,Business Option
Studies in Training in Business and Industry,National Taiwan Normal University,Taiwan,Business Option
Technology Marketing,National Taiwan Normal University,Taiwan,Business Option
Asset Securitization,National Taiwan Normal University,Taiwan,Finance Major Elective
BAU0026 Investments,National Taiwan Normal University,Taiwan,Finance Major Elective
Currency Derivative Securities,National Taiwan Normal University,Taiwan,Finance Major Elective
FinTech,National Taiwan Normal University,Taiwan,Finance Major Elective
Financial Derivatives,National Taiwan Normal University,Taiwan,Finance Major Elective
Multinational Financial Management,National Taiwan Normal University,Taiwan,Finance Major Elective
Special Topics on Financial Management,National Taiwan Normal University,Taiwan,Finance Major Elective
Brand Management,National Taiwan Normal University,Taiwan,Marketing Major Elective
Brand and Consumer Marketing,National Taiwan Normal University,Taiwan,Marketing Major Elective
Consumer Attitude Theory,National Taiwan Normal University,Taiwan,Marketing Major Elective
Integrated Marketing Communications,National Taiwan Normal University,Taiwan,Marketing Major Elective
Service Marketing,National Taiwan Normal University,Taiwan,Marketing Major Elective
Special Topics on Service Marketing,National Taiwan Normal University,Taiwan,Marketing Major Elective
The Art of Marketing: Sun Tzu's Modern Managerial Implication,National Taiwan Normal University,Taiwan,Marketing Major Elective
Cross-cultural Management,National Taiwan Normal University,Taiwan,Org Behaviour & HR Major Elec
Special Topics on Human Resources for Small Business,National Taiwan Normal University,Taiwan,Org Behaviour & HR Major Elec
Studies in Human Resource Development for Service Industries,National Taiwan Normal University,Taiwan,Org Behaviour & HR Major Elec
Lean Production and Management,National Taiwan Normal University,Taiwan,Operations Mgmt Major Elective
Operation of Taiwanese Enterprises in East Asia,National Taiwan Normal University,Taiwan,Operations Mgmt Major Elective
R&D and Project Management,National Taiwan Normal University,Taiwan,Operations Mgmt Major Elective
Software Project Management,National Taiwan Normal University,Taiwan,Operations Mgmt Major Elective
Topics in Machine Learning,National Taiwan Normal University,Taiwan,Operations Mgmt Major Elective
Corporate Governance and Social Responsibility,National Taiwan Normal University,Taiwan,Capabilities - Managing
Logical Thinking and Application,National Taiwan Normal University,Taiwan,Cap - Modes of Thinking
French (I),National Taiwan Normal University,Taiwan,Comm - Cltr of the Modern Wrl
French (I),National Taiwan Normal University,Taiwan,Comm - Cultures of the Mod W
Language and Gender,National Taiwan Normal University,Taiwan,Comm - Cltr of the Modern Wrl
Language and Gender,National Taiwan Normal University,Taiwan,Comm - Cultures of the Mod W
Malay Language (I),National Taiwan Normal University,Taiwan,Comm - Cltr of the Modern Wrl
Malay Language (I),National Taiwan Normal University,Taiwan,Comm - Cultures of the Mod W
Studies on Popular Literature and Popular Culture,National Taiwan Normal University,Taiwan,Comm - Cltr of the Modern Wrl
Studies on Popular Literature and Popular Culture,National Taiwan Normal University,Taiwan,Comm - Cultures of the Mod W
Discovering Taiwan,National Taiwan Normal University,Taiwan,Comm-Cltr of Mdrn Wrld+AS std
Innovation and Entrepreneurial Management,National Taiwan Normal University,Taiwan,Entrepreneurship Cluster
Innovation and Entrepreneurship Practice,National Taiwan Normal University,Taiwan,Entrepreneurship Cluster
Management of Innovation and Entrepreneurship,National Taiwan Normal University,Taiwan,Entrepreneurship Cluster
Master Entrepreneur Forum: Building Your Own Enterprise,National Taiwan Normal University,Taiwan,Entrepreneurship Cluster
Overcoming Uphill Challenges for the New Generation Entrepreneurs,National Taiwan Normal University,Taiwan,Entrepreneurship Cluster
Strategic Entrepreneurship,National Taiwan Normal University,Taiwan,Entrepreneurship Cluster
Who's the Next Steve Jobs? Planning and Practice of the Entrepreneurship (I),National Taiwan Normal University,Taiwan,Entrepreneurship Cluster
Geodynamics,National Taiwan Normal University,Taiwan,Free Electives (SCIS only)
Geotechnical Earthquake Engineering,National Taiwan Normal University,Taiwan,Free Electives (SCIS only)
Innovation Design (II),National Taiwan Normal University,Taiwan,Free Electives (SCIS only)
Introduction to the History of Architecture,National Taiwan Normal University,Taiwan,Free Electives (SCIS only)
Language and Gender,National Taiwan Normal University,Taiwan,Free Electives (SCIS only)
Special Topics on Employee Psychology and Career Development,National Taiwan Normal University,Taiwan,Free Electives (SCIS only)
Studies in Climate Change,National Taiwan Normal University,Taiwan,Free Electives (SCIS only)
Tourism and Social Change,National Taiwan Normal University,Taiwan,Free Electives (SCIS only)
19th-Century English Novel,National Taiwan Normal University,Taiwan,General Education - Arts
Advanced Musical Acting 音樂劇表演進階,National Taiwan Normal University,Taiwan,General Education - Arts
Brain Science in Learning and Daily Life 學習與生活中的腦科學,National Taiwan Normal University,Taiwan,General Education - Arts
Contemporary American Literature,National Taiwan Normal University,Taiwan,General Education - Arts
Film Music Practice,National Taiwan Normal University,Taiwan,General Education - Arts
Film Music Technology and Production,National Taiwan Normal University,Taiwan,General Education - Arts
History of Dramas and Theaters,National Taiwan Normal University,Taiwan,General Education - Arts
History of European Cultures,National Taiwan Normal University,Taiwan,General Education - Arts
Introduction to Linguistics (I),National Taiwan Normal University,Taiwan,General Education - Arts
Language and culture,National Taiwan Normal University,Taiwan,General Education - Arts
Popular Music 流行音樂,National Taiwan Normal University,Taiwan,General Education - Arts
Rehearsal (I) 排演（一）,National Taiwan Normal University,Taiwan,General Education - Arts
Selected Readings in Novels,National Taiwan Normal University,Taiwan,General Education - Arts
Studies in Career Management and Consultation,National Taiwan Normal University,Taiwan,General Education - Arts
Studies on Popular Literature and Popular Culture,National Taiwan Normal University,Taiwan,General Education - Arts
Street Science Literacy 街頭科學識讀,National Taiwan Normal University,Taiwan,General Education - Science
East Asian Landscape and Tourism,National Taiwan Normal University,Taiwan,Global and Regional Studies
Environment and Society in East Asia,National Taiwan Normal University,Taiwan,Global and Regional Studies
Global Business Management,National Taiwan Normal University,Taiwan,Global and Regional Studies
Special Topics on the Issues of Human Resource Management on International Organization,National Taiwan Normal University,Taiwan,Global and Regional Studies
Wireless Communications,National Taiwan Normal University,Taiwan,IS Technology Depth Elective
Currency Derivative Securities,National Taiwan Normal University,Taiwan,Business-Oriented Elective
Investment 投資學,National Taiwan Normal University,Taiwan,Business-Oriented Elective
Studies in Organizational Behavior,National Taiwan Normal University,Taiwan,Business-Oriented Elective
Information Technology Innovation Diffusion,National Taiwan Normal University,Taiwan,IS Management Depth Elective
Electronic Commerce,National Taiwan Normal University,Taiwan,Analytics Major Elective
Children's and Young Adult's Literature in English,National Taiwan Normal University,Taiwan,SSMR (Social Science)
Media and Tourism,National Taiwan Normal University,Taiwan,Arts & Cul Mgmt Major - A&C
Advanced Image Processing,National Taiwan Normal University,Taiwan,Technology & Entrepreneurship
Advanced Image Processing,National Taiwan Normal University,Taiwan,Technology and Entrepreneursh
Advanced Image Processing,National Taiwan Normal University,Taiwan,Technology and Entrepreneurshi
Computer Network,National Taiwan Normal University,Taiwan,Technology & Entrepreneurship
Computer Network,National Taiwan Normal University,Taiwan,Technology and Entrepreneursh
Computer Network,National Taiwan Normal University,Taiwan,Technology and Entrepreneurshi
Information Management,National Taiwan Normal University,Taiwan,Technology & Entrepreneurship
Information Management,National Taiwan Normal University,Taiwan,Technology and Entrepreneursh
Information Management,National Taiwan Normal University,Taiwan,Technology and Entrepreneurshi
Introduction to Communication Technology,National Taiwan Normal University,Taiwan,Technology & Entrepreneurship
Introduction to Communication Technology,National Taiwan Normal University,Taiwan,Technology and Entrepreneursh
Introduction to Communication Technology,National Taiwan Normal University,Taiwan,Technology and Entrepreneurshi
Management of Innovation and Entrepreneurship,National Taiwan Normal University,Taiwan,Technology & Entrepreneurship
Management of Innovation and Entrepreneurship,National Taiwan Normal University,Taiwan,Technology and Entrepreneursh
Management of Innovation and Entrepreneurship,National Taiwan Normal University,Taiwan,Technology and Entrepreneurshi
Seminar on Technological Application Management,National Taiwan Normal University,Taiwan,Technology & Entrepreneurship
Seminar on Technological Application Management,National Taiwan Normal University,Taiwan,Technology and Entrepreneursh
Seminar on Technological Application Management,National Taiwan Normal University,Taiwan,Technology and Entrepreneurshi
Technology Innovation and Transfer,National Taiwan Normal University,Taiwan,Technology & Entrepreneurship
Technology Innovation and Transfer,National Taiwan Normal University,Taiwan,Technology and Entrepreneursh
Technology Innovation and Transfer,National Taiwan Normal University,Taiwan,Technology and Entrepreneurshi
Economics (a)(1),National Taiwan University,Taiwan,International Economics A
International Economics,National Taiwan University,Taiwan,International Economics A
Market and Strategy,National Taiwan University,Taiwan,Industrial Organisation
Continuous-Time Finance,National Taiwan University,Taiwan,Analy of Derivative Securities
Programming for Business Computing,National Taiwan University,Taiwan,Introduction to Programming
Patent Law,National Taiwan University,Taiwan,Intellectual Property Law
Advanced Auditing,National Taiwan University,Taiwan,Acct Options / Acct Elective
Public Accounting Practice Workshop,National Taiwan University,Taiwan,Acct Options / Acct Elective
Enterprise Risk Management,National Taiwan University,Taiwan,AO (Risk Mgmt & Assurance Trk)
FORENSIC ACCOUNTING AND FRAUD AUDITING,National Taiwan University,Taiwan,AO (Risk Mgmt & Assurance Trk)
Tax Planning and Transfer Pricing for Multinational Enterprises,National Taiwan University,Taiwan,AO (Taxation Track)
Disruptive Technology-New Era of Auditing and Accounting,National Taiwan University,Taiwan,AO (Data Analytics Track)
Big Data and Business Analytics,National Taiwan University,Taiwan,ADA Major Elective + AO/AE
Data Analysis and Machine Learning with Python,National Taiwan University,Taiwan,ADA Major Elective + AO/AE
Data Analytics,National Taiwan University,Taiwan,ADA Major Elective + AO/AE
Data Visualization with Modern Data Science,National Taiwan University,Taiwan,ADA Major Elective + AO/AE
Introduction to Information Management,National Taiwan University,Taiwan,ADA Major Elective + AO/AE
Machine Learning and Data Analytics in Accounting,National Taiwan University,Taiwan,ADA Major Elective + AO/AE
Technology Innovation and Accounting Practice,National Taiwan University,Taiwan,ADA Major Elective + AO/AE
Enterprise Risk Management,National Taiwan University,Taiwan,FNCE Forensics Elec + AO/AE
Asian American Critical Discourse,National Taiwan University,Taiwan,Asian Studies
Asian Business Consulting,National Taiwan University,Taiwan,Asian Studies
Exploring Taiwan: Film and Social Culture in Taiwan,National Taiwan University,Taiwan,Asian Studies
Exploring Taiwan: Natural Environment and Resources,National Taiwan University,Taiwan,Asian Studies
Exploring Taiwan: Natural Resources Conservation and Management,National Taiwan University,Taiwan,Asian Studies
Exploring Taiwan: Women and Taiwanese Society,National Taiwan University,Taiwan,Asian Studies
Exploring Taiwan: natural environment and resources,National Taiwan University,Taiwan,Asian Studies
Fiction: Postcolonial Asia,National Taiwan University,Taiwan,Asian Studies
History of East Asia since 1600,National Taiwan University,Taiwan,Asian Studies
Introduction of Southeast Asian Archaeology,National Taiwan University,Taiwan,Asian Studies
Market and Economic Development of Taiwan (Ⅱ),National Taiwan University,Taiwan,Asian Studies
Taiwan Through Queer Film and Literature,National Taiwan University,Taiwan,Asian Studies
Taiwan and Southeast Asian Arts,National Taiwan University,Taiwan,Asian Studies
Cross Border Digital Trade,National Taiwan University,Taiwan,Business Option
Data Analytics,National Taiwan University,Taiwan,Business Option
GREAT CHINA CAPITAL MARKETS EXCHANGES AND IFRS ANALYSIS,National Taiwan University,Taiwan,Business Option
Game Theory with Applications,National Taiwan University,Taiwan,Business Option
"Game Theory with Applications to Finance and Marketing, I",National Taiwan University,Taiwan,Business Option
INTERNATIONAL BUSINESS STRATEGY,National Taiwan University,Taiwan,Business Option
Information Management,National Taiwan University,Taiwan,Business Option
International Finance,National Taiwan University,Taiwan,Business Option
Japanese Business ,National Taiwan University,Taiwan,Business Option
Judgment and Managerial Decision Making,National Taiwan University,Taiwan,Business Option
Managing Strategic Alliances from a Global Perspective,National Taiwan University,Taiwan,Business Option
Multinational Business Management,National Taiwan University,Taiwan,Business Option
Multivariate Analysis,National Taiwan University,Taiwan,Business Option
Operations Management,National Taiwan University,Taiwan,Business Option
SERVICE MANAGEMENT,National Taiwan University,Taiwan,Business Option
STRATEGIC MANAGEMENT OF TECHNOLOGICAL INNOVATION,National Taiwan University,Taiwan,Business Option
Strategic Management of Technological Innovation,National Taiwan University,Taiwan,Business Option
TECHNOLOGY INNOVATIONS AND MARKETING,National Taiwan University,Taiwan,Business Option
Technology and Operations Strategy,National Taiwan University,Taiwan,Business Option
The Application of Financial Modelling,National Taiwan University,Taiwan,Business Option
Behavioral Finance,National Taiwan University,Taiwan,Finance Major Elective
Continuous-Time Finance,National Taiwan University,Taiwan,Finance Major Elective
Corporate Finance,National Taiwan University,Taiwan,Finance Major Elective
Derivatives Trading,National Taiwan University,Taiwan,Finance Major Elective
Enterprise Risk Management,National Taiwan University,Taiwan,Finance Major Elective
Financial Computation,National Taiwan University,Taiwan,Finance Major Elective
Financial Econometrics,National Taiwan University,Taiwan,Finance Major Elective
Financial Engineering (Ⅱ),National Taiwan University,Taiwan,Finance Major Elective
Fixed Income Securities and Derivatives,National Taiwan University,Taiwan,Finance Major Elective
Insurance (a),National Taiwan University,Taiwan,Finance Major Elective
International Finance,National Taiwan University,Taiwan,Finance Major Elective
Investment Banking,National Taiwan University,Taiwan,Finance Major Elective
Practice in Insurance,National Taiwan University,Taiwan,Finance Major Elective
Risk Management,National Taiwan University,Taiwan,Finance Major Elective
Risk Management and Insurance,National Taiwan University,Taiwan,Finance Major Elective
The Application of Financial Modeling ,National Taiwan University,Taiwan,Finance Major Elective
Business Management,National Taiwan University,Taiwan,Strategic Mgmt Major Elective
MANAGEMENT,National Taiwan University,Taiwan,Strategic Mgmt Major Elective
SERVICE MANAGEMENT,National Taiwan University,Taiwan,Strategic Mgmt Major Elective
Strategic Management of Technological Innovation,National Taiwan University,Taiwan,Strategic Mgmt Major Elective
Advertisting and Promotion,National Taiwan University,Taiwan,Marketing Major Elective
Art Design and Marketing,National Taiwan University,Taiwan,Marketing Major Elective
Customer Management in the Digital Era,National Taiwan University,Taiwan,Marketing Major Elective
Engaging Consumers and Social Media Marketing,National Taiwan University,Taiwan,Marketing Major Elective
MARKETING CHANNEL MANAGEMENT,National Taiwan University,Taiwan,Marketing Major Elective
Marketing Channel Management,National Taiwan University,Taiwan,Marketing Major Elective
Marketing Management,National Taiwan University,Taiwan,Marketing Major Elective
Marketing Strategy in Emerging Markets,National Taiwan University,Taiwan,Marketing Major Elective
Marketing Theory and Innovation,National Taiwan University,Taiwan,Marketing Major Elective
Network Marketing,National Taiwan University,Taiwan,Marketing Major Elective
New Product Development and Marketing,National Taiwan University,Taiwan,Marketing Major Elective
Seminar in Consumer Attitude and Psychology,National Taiwan University,Taiwan,Marketing Major Elective
 SERVICES MARKETING,National Taiwan University,Taiwan,Marketing Major Elective
Leading Teams and Organizations,National Taiwan University,Taiwan,Org Behaviour & HR Major Elec
Managerial Communication and Conflict Resolution,National Taiwan University,Taiwan,Org Behaviour & HR Major Elec
Total Reward Management,National Taiwan University,Taiwan,Org Behaviour & HR Major Elec
Green Supply Chain Management,National Taiwan University,Taiwan,Operations Mgmt Major Elective
Logistics Management,National Taiwan University,Taiwan,Operations Mgmt Major Elective
Production and Operations Scheduling,National Taiwan University,Taiwan,Operations Mgmt Major Elective
Project Management,National Taiwan University,Taiwan,Operations Mgmt Major Elective
Travelor Behavior Analysis,National Taiwan University,Taiwan,Operations Mgmt Major Elective
Communication Research Methods,National Taiwan University,Taiwan,Corp Comm Major Elective
Introduction to Mass Media,National Taiwan University,Taiwan,Corp Comm Major Elective
Continuous-time Finance,National Taiwan University,Taiwan,Quantitative Finance Elective
Enterprise Risk Management,National Taiwan University,Taiwan,Quantitative Finance Elective
Mathematical Modeling for Finance,National Taiwan University,Taiwan,Quantitative Finance Elective
Quantitative Analysis,National Taiwan University,Taiwan,Quantitative Finance Elective
Leading Teams and Organizations,National Taiwan University,Taiwan,Capabilities - Managing
Critical Thinking and Problem Solving,National Taiwan University,Taiwan,Cap - Modes of Thinking
Modal Logic,National Taiwan University,Taiwan,Cap - Modes of Thinking
Cultural Approach for Sustainability,National Taiwan University,Taiwan,Comm - Technology & Society
Cultural Approach for Sustainability,National Taiwan University,Taiwan,Communities – Tech and Society
Organizational Change and Innovation,National Taiwan University,Taiwan,Comm - Technology & Society
Organizational Change and Innovation,National Taiwan University,Taiwan,Communities – Tech and Society
East Asian Social Comparison,National Taiwan University,Taiwan,Comm - Cltr of the Modern Wrl
East Asian Social Comparison,National Taiwan University,Taiwan,Comm - Cultures of the Mod W
English Romanticism,National Taiwan University,Taiwan,Comm - Cltr of the Modern Wrl
English Romanticism,National Taiwan University,Taiwan,Comm - Cultures of the Mod W
History of East Asia since 1600,National Taiwan University,Taiwan,Comm - Cltr of the Modern Wrl
History of East Asia since 1600,National Taiwan University,Taiwan,Comm - Cultures of the Mod W
Introduction to East Asian Studies,National Taiwan University,Taiwan,Comm - Cltr of the Modern Wrl
Introduction to East Asian Studies,National Taiwan University,Taiwan,Comm - Cultures of the Mod W
Korean (Ⅰ)(2),National Taiwan University,Taiwan,Comm - Cltr of the Modern Wrl
Korean (Ⅰ)(2),National Taiwan University,Taiwan,Comm - Cultures of the Mod W
Natural History and Literature in the Nineteenth-century Britain,National Taiwan University,Taiwan,Comm - Cltr of the Modern Wrl
Natural History and Literature in the Nineteenth-century Britain,National Taiwan University,Taiwan,Comm - Cultures of the Mod W
Political risk analysis of domestic luxury consumption in China,National Taiwan University,Taiwan,Comm - Cltr of the Modern Wrl
Political risk analysis of domestic luxury consumption in China,National Taiwan University,Taiwan,Comm - Cultures of the Mod W
Population aging and social policy,National Taiwan University,Taiwan,Comm - Cltr of the Modern Wrl
Population aging and social policy,National Taiwan University,Taiwan,Comm - Cultures of the Mod W
Sociology of History,National Taiwan University,Taiwan,Comm - Cltr of the Modern Wrl
Sociology of History,National Taiwan University,Taiwan,Comm - Cultures of the Mod W
 Twentieth-century English Literature,National Taiwan University,Taiwan,Comm - Cltr of the Modern Wrl
 Twentieth-century English Literature,National Taiwan University,Taiwan,Comm - Cultures of the Mod W
Economic History (Ⅱ),National Taiwan University,Taiwan,Comm-Cltr of Mdrn Wrld+AS std
Korean (I)(2),National Taiwan University,Taiwan,Comm-Cltr of Mdrn Wrld+AS std
Population aging and social policy,National Taiwan University,Taiwan,Comm-Cltr of Mdrn Wrld+AS std
Seminar in Southeast Asian Literature and History,National Taiwan University,Taiwan,Comm-Cltr of Mdrn Wrld+AS std
Cultural Diversity and Social Work,National Taiwan University,Taiwan,Asia Studies
Economic History (Ⅱ),National Taiwan University,Taiwan,Asia Studies
"Exploring Taiwan: Theatre, Community and Art",National Taiwan University,Taiwan,Asia Studies
Fiction: Postcolonial Asia,National Taiwan University,Taiwan,Asia Studies
International Migration,National Taiwan University,Taiwan,Asia Studies
Japanese ‘Otaku culture’ and Globalisation,National Taiwan University,Taiwan,Asia Studies
Population aging and social policy,National Taiwan University,Taiwan,Asia Studies
Soundscapes: Music Cultures of the World and of Taipei,National Taiwan University,Taiwan,Asia Studies
Career Planning for Students with Disabilities,National Taiwan University,Taiwan,Career Skills
Theory and Practice of Work and Leisure,National Taiwan University,Taiwan,Career Skills
WORK AND FAMILY,National Taiwan University,Taiwan,Career Skills
Advanced Macroeconomics,National Taiwan University,Taiwan,Economics Major Elective
International Business Strategy,National Taiwan University,Taiwan,EMR (Accounting/Business)
Entrepreneurship and Innovation,National Taiwan University,Taiwan,Entrepreneurship Cluster
Global Entrepreneurial Finance:Venture Capital and Private Equity,National Taiwan University,Taiwan,Entrepreneurship Cluster
"Innovation, Entrepreneurship and Business Model",National Taiwan University,Taiwan,Entrepreneurship Cluster
Social Entrepreneurship and Social Business,National Taiwan University,Taiwan,Entrepreneurship Cluster
Strategic Management of Technological Innovation,National Taiwan University,Taiwan,Entrepreneurship Cluster
Exploring Taiwan: Agricultural and Food Biotechnology,National Taiwan University,Taiwan,Free Electives (SCIS only)
Introduction to 3D Creation for the Metaverse,National Taiwan University,Taiwan,Free Electives (SCIS only)
Introduction to Food Processing,National Taiwan University,Taiwan,Free Electives (SCIS only)
Structural Control (Ⅰ),National Taiwan University,Taiwan,Free Electives (SCIS only)
